cid,complexity,inchi,isosmiles,canonicalsmiles,inchikey,iupacname,Melting Point 1
81596,139,"InChI=1S/C9H10O3/c10-9(11)6-7-12-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)",C1=CC=C(C=C1)OCCC(=O)O,C1=CC=C(C=C1)OCCC(=O)O,BUSOTUQRURCMCM-UHFFFAOYSA-N,3-phenoxypropanoic acid,97.5 °C
91528,139,"InChI=1S/C8H10O4/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8-12H,4H2",C1=CC(=C(C=C1C(CO)O)O)O,C1=CC(=C(C=C1C(CO)O)O)O,MTVWFVDWRVYDOR-UHFFFAOYSA-N,"4-(1,2-dihydroxyethyl)benzene-1,2-diol",130 - 132 °C
107786,139,"InChI=1S/C9H11NO/c1-7(10)9(11)8-5-3-2-4-6-8/h2-7H,10H2,1H3",CC(C(=O)C1=CC=CC=C1)N,CC(C(=O)C1=CC=CC=C1)N,PUAQLLVFLMYYJJ-UHFFFAOYSA-N,2-amino-1-phenylpropan-1-one,46.5 °C
439554,139,"InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3+,4+,5-,6+/m0/s1",C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O)O)O)O,CC1C(C(C(C(O1)O)O)O)O,SHZGCJCMOBCMKK-SXUWKVJYSA-N,"(2R,3S,4R,5S,6S)-6-methyloxane-2,3,4,5-tetrol",140 °C
444863,139,"InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3+,4+,5-,6-/m0/s1",C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)O)O)O)O,CC1C(C(C(C(O1)O)O)O)O,SHZGCJCMOBCMKK-KGJVWPDLSA-N,"(2S,3S,4R,5S,6S)-6-methyloxane-2,3,4,5-tetrol",140°C
2724354,139,"InChI=1S/C4H6O4S2/c5-3(6)1(9)2(10)4(7)8/h1-2,9-10H,(H,5,6)(H,7,8)/t1-,2+",[C@@H]([C@@H](C(=O)O)S)(C(=O)O)S,C(C(C(=O)O)S)(C(=O)O)S,ACTRVOBWPAIOHC-XIXRPRMCSA-N,"(2S,3R)-2,3-bis(sulfanyl)butanedioic acid",193°C
5282724,139,"InChI=1S/C10H18O2/c1-2-3-4-5-6-7-8-9-10(11)12/h8-9H,2-7H2,1H3,(H,11,12)/b9-8+",CCCCCCC/C=C/C(=O)O,CCCCCCCC=CC(=O)O,WXBXVVIUZANZAU-CMDGGOBGSA-N,(E)-dec-2-enoic acid,12.00 °C. @ 760.00 mm Hg
5312350,139,"InChI=1S/C10H18O2/c1-2-3-4-5-6-7-8-9-10(11)12/h7-8H,2-6,9H2,1H3,(H,11,12)/b8-7-",CCCCCC/C=C\CC(=O)O,CCCCCCC=CCC(=O)O,CPVUNKGURQKKKX-FPLPWBNLSA-N,(Z)-dec-3-enoic acid,18 °C
5312351,139,"InChI=1S/C10H18O2/c1-2-3-4-5-6-7-8-9-10(11)12/h6-7H,2-5,8-9H2,1H3,(H,11,12)/b7-6-",CCCCC/C=C\CCC(=O)O,CCCCCC=CCCC(=O)O,XKZKQTCECFWKBN-SREVYHEPSA-N,(Z)-dec-4-enoic acid,4 - 5 °C
139054390,139,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m1/s1",C(CC(=O)O)[C@H](C(=O)[O-])[NH3+],C(CC(=O)O)C(C(=O)[O-])[NH3+],WHUUTDBJXJRKMK-GSVOUGTGSA-N,(2R)-2-azaniumyl-5-hydroxy-5-oxopentanoate,201 °C
1923,138,"InChI=1S/C9H7NO/c11-8-5-1-3-7-4-2-6-10-9(7)8/h1-6,11H",C1=CC2=C(C(=C1)O)N=CC=C2,C1=CC2=C(C(=C1)O)N=CC=C2,MCJGNVYPOGVAJF-UHFFFAOYSA-N,quinolin-8-ol,"169 °F (NTP, 1992)"
1993,138,"InChI=1S/C8H18NO2/c1-7(11-8(2)10)6-9(3,4)5/h7H,6H2,1-5H3/q+1",CC(C[N+](C)(C)C)OC(=O)C,CC(C[N+](C)(C)C)OC(=O)C,NZWOPGCLSHLLPA-UHFFFAOYSA-N,2-acetyloxypropyl(trimethyl)azanium,170-174
3712,138,"InChI=1S/C9H9NO/c11-6-7-5-10-9-4-2-1-3-8(7)9/h1-5,10-11H,6H2",C1=CC=C2C(=C1)C(=CN2)CO,C1=CC=C2C(=C1)C(=CN2)CO,IVYPNXXAYMYVSP-UHFFFAOYSA-N,1H-indol-3-ylmethanol,90 °C
4059,138,"InChI=1S/C10H14O3/c1-8-4-2-3-5-10(8)13-7-9(12)6-11/h2-5,9,11-12H,6-7H2,1H3",CC1=CC=CC=C1OCC(CO)O,CC1=CC=CC=C1OCC(CO)O,JWDYCNIAQWPBHD-UHFFFAOYSA-N,"3-(2-methylphenoxy)propane-1,2-diol",71
4117,138,"InChI=1S/C11H17NO/c1-9(12-2)8-10-6-4-5-7-11(10)13-3/h4-7,9,12H,8H2,1-3H3",CC(CC1=CC=CC=C1OC)NC,CC(CC1=CC=CC=C1OC)NC,OEHAYUOVELTAPG-UHFFFAOYSA-N,1-(2-methoxyphenyl)-N-methylpropan-2-amine,< 25 °C
7482,138,"InChI=1S/C7H6ClNO2/c8-5-6-1-3-7(4-2-6)9(10)11/h1-4H,5H2",C1=CC(=CC=C1CCl)[N+](=O)[O-],C1=CC(=CC=C1CCl)[N+](=O)[O-],KGCNHWXDPDPSBV-UHFFFAOYSA-N,1-(chloromethyl)-4-nitrobenzene,"159.8 °F (EPA, 1998)"
9808,138,InChI=1S/C7H4ClFO/c8-7(10)5-3-1-2-4-6(5)9/h1-4H,C1=CC=C(C(=C1)C(=O)Cl)F,C1=CC=C(C(=C1)C(=O)Cl)F,RAAGZOYMEQDCTD-UHFFFAOYSA-N,2-fluorobenzoyl chloride,"39 °F (NTP, 1992)"
11914,138,"InChI=1S/C8H8O3/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5,7,9H,(H,10,11)/t7-/m1/s1",C1=CC=C(C=C1)[C@H](C(=O)O)O,C1=CC=C(C=C1)C(C(=O)O)O,IWYDHOAUDWTVEP-SSDOTTSWSA-N,(2R)-2-hydroxy-2-phenylacetic acid,119°C
13610,138,"InChI=1S/C7H11NO/c8-6-7(9)4-2-1-3-5-7/h9H,1-5H2",C1CCC(CC1)(C#N)O,C1CCC(CC1)(C#N)O,ZDBRPNZOTCHLSP-UHFFFAOYSA-N,1-hydroxycyclohexane-1-carbonitrile,"93 to 97 °F (NTP, 1992)"
30318,138,InChI=1S/4O.Os,O=[Os](=O)(=O)=O,O=[Os](=O)(=O)=O,VUVGYHUDAICLFK-UHFFFAOYSA-N,tetraoxoosmium,"105 °F (NIOSH, 2023)"
32490,138,"InChI=1S/C9H20N2O2/c1-4-8-13-9(12)10-6-5-7-11(2)3/h4-8H2,1-3H3,(H,10,12)",CCCOC(=O)NCCCN(C)C,CCCOC(=O)NCCCN(C)C,WZZLDXDUQPOXNW-UHFFFAOYSA-N,propyl N-[3-(dimethylamino)propyl]carbamate,"Colorless, odorless crystals. MP: 44-45 °C. Solulbility at 25 °C (g/100 mL): water >70; dichloromethane >43; methanol >50. VP at 25 °C: 5X10-6 torr /Propamocarb hydrochloride/"
61209,138,"InChI=1S/C6H8O2/c1-4-2-3-5(7)6(4)8/h4H,2-3H2,1H3",CC1CCC(=O)C1=O,CC1CCC(=O)C1=O,OACYKCIZDVVNJL-UHFFFAOYSA-N,"3-methylcyclopentane-1,2-dione",106.5 - 107 °C
61483,138,"InChI=1S/C6H9Cl3Si/c7-10(8,9)6-4-2-1-3-5-6/h1-2,6H,3-5H2",C1CC(CC=C1)[Si](Cl)(Cl)Cl,C1CC(CC=C1)[Si](Cl)(Cl)Cl,TTYRJPILQGWBOQ-UHFFFAOYSA-N,trichloro(cyclohex-3-en-1-yl)silane,"less than 77 °F (USCG, 1999)"
72661,138,"InChI=1S/C6H6N2O2/c7-6(9)5-2-1-3-8(10)4-5/h1-4H,(H2,7,9)",C1=CC(=C[N+](=C1)[O-])C(=O)N,C1=CC(=C[N+](=C1)[O-])C(=O)N,USSFUVKEHXDAPM-UHFFFAOYSA-N,1-oxidopyridin-1-ium-3-carboxamide,289 - 293 °C
107526,138,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4+,5+,6+/m0/s1",C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O,C(C(C(C(C(C=O)O)O)O)O)O,GZCGUPFRVQAUEE-SLPGGIOYSA-N,"(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanal","less than 32 °F (USCG, 1999)"
439616,138,"InChI=1S/C8H8O3/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5,7,9H,(H,10,11)/t7-/m0/s1",C1=CC=C(C=C1)[C@@H](C(=O)O)O,C1=CC=C(C=C1)C(C(=O)O)O,IWYDHOAUDWTVEP-ZETCQYMHSA-N,(2S)-2-hydroxy-2-phenylacetic acid,119°C
446987,138,"InChI=1S/C3H7O4P/c1-2-3(7-2)8(4,5)6/h2-3H,1H3,(H2,4,5,6)/t2-,3+/m0/s1",C[C@H]1[C@H](O1)P(=O)(O)O,CC1C(O1)P(=O)(O)O,YMDXZJFXQJVXBF-STHAYSLISA-N,"[(2R,3S)-3-methyloxiran-2-yl]phosphonic acid",94°C
522834,138,"InChI=1S/C6H9NO/c1-5(8)6-3-2-4-7-6/h2-4H2,1H3",CC(=O)C1=NCCC1,CC(=O)C1=NCCC1,DQBQWWSFRPLIAX-UHFFFAOYSA-N,"1-(3,4-dihydro-2H-pyrrol-5-yl)ethanone",19.00 °C. @ 760.00 mm Hg
638567,138,"InChI=1S/C9H9NS/c1-2-9-10-7-5-3-4-6-8(7)11-9/h3-6H,2H2,1H3",CCC1=NC2=CC=CC=C2S1,CCC1=NC2=CC=CC=C2S1,CVULGJIRGZVJHQ-UHFFFAOYSA-N,"2-ethyl-1,3-benzothiazole",-2.5 °C
4775,137,"InChI=1S/C10H12O2/c11-10(12)8-4-7-9-5-2-1-3-6-9/h1-3,5-6H,4,7-8H2,(H,11,12)",C1=CC=C(C=C1)CCCC(=O)O,C1=CC=C(C=C1)CCCC(=O)O,OBKXEAXTFZPCHS-UHFFFAOYSA-N,4-phenylbutanoic acid,47 - 49 °C
6270,137,"InChI=1S/C9H11NO/c1-2-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3",CCC(=O)C1=CC=C(C=C1)N,CCC(=O)C1=CC=C(C=C1)N,FSWXOANXOQPCFF-UHFFFAOYSA-N,1-(4-aminophenyl)propan-1-one,"284 °F (EPA, 1998)"
7035,137,"InChI=1S/C13H11Cl/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10,13H",C1=CC=C(C=C1)C(C2=CC=CC=C2)Cl,C1=CC=C(C=C1)C(C2=CC=CC=C2)Cl,ZDVDCDLBOLSVGM-UHFFFAOYSA-N,[chloro(phenyl)methyl]benzene,20.5 °C
7590,137,"InChI=1S/C10H12O2/c1-2-12-10(11)8-9-6-4-3-5-7-9/h3-7H,2,8H2,1H3",CCOC(=O)CC1=CC=CC=C1,CCOC(=O)CC1=CC=CC=C1,DULCUDSUACXJJC-UHFFFAOYSA-N,ethyl 2-phenylacetate,-29.4 °C
7654,137,"InChI=1S/C10H12O2/c1-9(11)12-8-7-10-5-3-2-4-6-10/h2-6H,7-8H2,1H3",CC(=O)OCCC1=CC=CC=C1,CC(=O)OCCC1=CC=CC=C1,MDHYEMXUFSJLGV-UHFFFAOYSA-N,2-phenylethyl acetate,-31.1 °C
7657,137,"InChI=1S/C14H14O/c1-3-7-13(8-4-1)11-15-12-14-9-5-2-6-10-14/h1-10H,11-12H2",C1=CC=C(C=C1)COCC2=CC=CC=C2,C1=CC=C(C=C1)COCC2=CC=CC=C2,MHDVGSVTJDSBDK-UHFFFAOYSA-N,phenylmethoxymethylbenzene,"38.3 °F (NTP, 1992)"
7684,137,"InChI=1S/C9H11NO/c1-7-3-5-9(6-4-7)10-8(2)11/h3-6H,1-2H3,(H,10,11)",CC1=CC=C(C=C1)NC(=O)C,CC1=CC=C(C=C1)NC(=O)C,YICAMJWHIUMFDI-UHFFFAOYSA-N,N-(4-methylphenyl)acetamide,"307 °F (NTP, 1992)"
9500,137,"InChI=1S/C6H7N3O/c7-5-2-1-4(3-9-5)6(8)10/h1-3H,(H2,7,9)(H2,8,10)",C1=CC(=NC=C1C(=O)N)N,C1=CC(=NC=C1C(=O)N)N,ZLWYEPMDOUQDBW-UHFFFAOYSA-N,6-aminopyridine-3-carboxamide,"473 to 478 °F (NTP, 1992)"
10322,137,"InChI=1S/C8H8O3/c9-4-6-1-2-7-8(3-6)11-5-10-7/h1-3,9H,4-5H2",C1OC2=C(O1)C=C(C=C2)CO,C1OC2=C(O1)C=C(C=C2)CO,BHUIUXNAPJIDOG-UHFFFAOYSA-N,"1,3-benzodioxol-5-ylmethanol",58 °C
10867,137,"InChI=1S/C14H14S/c1-3-7-13(8-4-1)11-15-12-14-9-5-2-6-10-14/h1-10H,11-12H2",C1=CC=C(C=C1)CSCC2=CC=CC=C2,C1=CC=C(C=C1)CSCC2=CC=CC=C2,LUFPJJNWMYZRQE-UHFFFAOYSA-N,benzylsulfanylmethylbenzene,"120 to 122 °F (NTP, 1992)"
16846,137,"InChI=1S/C10H12O2/c1-2-8-12-10(11)9-6-4-3-5-7-9/h3-7H,2,8H2,1H3",CCCOC(=O)C1=CC=CC=C1,CCCOC(=O)C1=CC=CC=C1,UDEWPOVQBGFNGE-UHFFFAOYSA-N,propyl benzoate,-51 - -52 °C
17083,137,"InChI=1S/C11H23NO2/c12-10-8-6-4-2-1-3-5-7-9-11(13)14/h1-10,12H2,(H,13,14)",C(CCCCCN)CCCCC(=O)O,C(CCCCCN)CCCCC(=O)O,GUOSQNAUYHMCRU-UHFFFAOYSA-N,11-aminoundecanoic acid,"374 to 378 °F (NTP, 1992)"
101748,137,"InChI=1S/C7H16O7/c8-1-3(10)5(12)7(14)6(13)4(11)2-9/h3-14H,1-2H2",C(C(C(C(C(C(CO)O)O)O)O)O)O,C(C(C(C(C(C(CO)O)O)O)O)O)O,OXQKEKGBFMQTML-UHFFFAOYSA-N,"heptane-1,2,3,4,5,6,7-heptol",187 - 188 °C
151730,137,"InChI=1S/C6H11NO3/c8-4-1-2-5(6(9)10)7-3-4/h4-5,7-8H,1-3H2,(H,9,10)",C1CC(NCC1O)C(=O)O,C1CC(NCC1O)C(=O)O,RKEYKDXXZCICFZ-UHFFFAOYSA-N,5-hydroxypiperidine-2-carboxylic acid,235 °C
5318294,137,"InChI=1S/C6H11NO3/c8-3-4-1-5(6(9)10)7-2-4/h4-5,7-8H,1-3H2,(H,9,10)",C1C(CNC1C(=O)O)CO,C1C(CNC1C(=O)O)CO,CISMGNUPDUKNQK-UHFFFAOYSA-N,4-(hydroxymethyl)pyrrolidine-2-carboxylic acid,257 - 258 °C
127,136,"InChI=1S/C8H8O3/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)",C1=CC(=CC=C1CC(=O)O)O,C1=CC(=CC=C1CC(=O)O)O,XQXPVVBIMDBYFF-UHFFFAOYSA-N,2-(4-hydroxyphenyl)acetic acid,148 - 150 °C
227,136,"InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)",C1=CC=C(C(=C1)C(=O)O)N,C1=CC=C(C(=C1)C(=O)O)N,RWZYAGGXGHYGMB-UHFFFAOYSA-N,2-aminobenzoic acid,"291 to 295 °F (NTP, 1992)"
447,136,"InChI=1S/C7H5ClO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4H,(H,9,10)",C1=CC(=CC(=C1)Cl)C(=O)O,C1=CC(=CC(=C1)Cl)C(=O)O,LULAYUGMBFYYEX-UHFFFAOYSA-N,3-chlorobenzoic acid,"316 °F (NTP, 1992)"
1645,136,"InChI=1S/C7H8N2O/c8-6-3-1-2-5(4-6)7(9)10/h1-4H,8H2,(H2,9,10)",C1=CC(=CC(=C1)N)C(=O)N,C1=CC(=CC(=C1)N)C(=O)N,GSCPDZHWVNUUFI-UHFFFAOYSA-N,3-aminobenzamide,115-116 °C
2181,136,"InChI=1S/C10H14N2/c1-2-7-12-10(5-1)9-4-3-6-11-8-9/h3-4,6,8,10,12H,1-2,5,7H2",C1CCNC(C1)C2=CN=CC=C2,C1CCNC(C1)C2=CN=CC=C2,MTXSIJUGVMTTMU-UHFFFAOYSA-N,3-piperidin-2-ylpyridine,FP: 9 °C
5147,136,"InChI=1S/C7H7NO2/c8-7(10)5-3-1-2-4-6(5)9/h1-4,9H,(H2,8,10)",C1=CC=C(C(=C1)C(=O)N)O,C1=CC=C(C(=C1)C(=O)N)O,SKZKKFZAGNVIMN-UHFFFAOYSA-N,2-hydroxybenzamide,"284 °F (NTP, 1992)"
5443,136,"InChI=1S/C7H6O2S/c8-7(9)5-3-1-2-4-6(5)10/h1-4,10H,(H,8,9)",C1=CC=C(C(=C1)C(=O)O)S,C1=CC=C(C(=C1)C(=O)O)S,NBOMNTLFRHMDEZ-UHFFFAOYSA-N,2-sulfanylbenzoic acid,168-169 °C
6942,136,"InChI=1S/C7H8N2O/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H2,9,10)",C1=CC=C(C(=C1)C(=O)N)N,C1=CC=C(C(=C1)C(=O)N)N,PXBFMLJZNCDSMP-UHFFFAOYSA-N,2-aminobenzamide,110 °C (decomposes)
7352,136,"InChI=1S/C8H14O2/c1-6(2)5-10-8(9)7(3)4/h6H,3,5H2,1-2,4H3",CC(C)COC(=O)C(=C)C,CC(C)COC(=O)C(=C)C,RUMACXVDVNRZJZ-UHFFFAOYSA-N,2-methylpropyl 2-methylprop-2-enoate,Freezing pt: -61 °C
7419,136,"InChI=1S/C7H7NO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4H,8H2,(H,9,10)",C1=CC(=CC(=C1)N)C(=O)O,C1=CC(=CC(=C1)N)C(=O)O,XFDUHJPVQKIXHO-UHFFFAOYSA-N,3-aminobenzoic acid,173 °C
7456,136,"InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",COC(=O)C1=CC=C(C=C1)O,COC(=O)C1=CC=C(C=C1)O,LXCFILQKKLGQFO-UHFFFAOYSA-N,methyl 4-hydroxybenzoate,ofp-hydroxybenzoic acid derived from the sample is 213 °C to 217 °C after drying for two hours at 80 °C
7478,136,"InChI=1S/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)",COC1=CC=C(C=C1)C(=O)O,COC1=CC=C(C=C1)C(=O)O,ZEYHEAKUIGZSGI-UHFFFAOYSA-N,4-methoxybenzoic acid,185°C
7483,136,"InChI=1S/C7H8N2O2/c1-8-6-2-4-7(5-3-6)9(10)11/h2-5,8H,1H3",CNC1=CC=C(C=C1)[N+](=O)[O-],CNC1=CC=C(C=C1)[N+](=O)[O-],XIFJZJPMHNUGRA-UHFFFAOYSA-N,N-methyl-4-nitroaniline,"306 °F (NTP, 1992)"
7956,136,"InChI=1S/C3H3N3O3/c7-1-4-2(8)6-3(9)5-1/h(H3,4,5,6,7,8,9)",C1(=O)NC(=O)NC(=O)N1,C1(=O)NC(=O)NC(=O)N1,ZFSLODLOARCGLH-UHFFFAOYSA-N,"1,3,5-triazinane-2,4,6-trione","greater than 680 °F (DEC.) (NTP, 1992)"
8374,136,"InChI=1S/C7H5ClO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H,9,10)",C1=CC=C(C(=C1)C(=O)O)Cl,C1=CC=C(C(=C1)C(=O)O)Cl,IKCLCGXPQILATA-UHFFFAOYSA-N,2-chlorobenzoic acid,"288 °F (NTP, 1992)"
11379,136,"InChI=1S/C9H8N2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,(H2,10,11)",C1=CC=C2C(=C1)C=CC(=N2)N,C1=CC=C2C(=C1)C=CC(=N2)N,GCMNJUJAKQGROZ-UHFFFAOYSA-N,quinolin-2-amine,131.5 - 132.5 °C
12566,136,"InChI=1S/C13H12/c1-11-7-9-13(10-8-11)12-5-3-2-4-6-12/h2-10H,1H3",CC1=CC=C(C=C1)C2=CC=CC=C2,CC1=CC=C(C=C1)C2=CC=CC=C2,ZZLCFHIKESPLTH-UHFFFAOYSA-N,1-methyl-4-phenylbenzene,49 - 50 °C
15730,136,"InChI=1S/C14H22O/c1-2-3-4-5-6-7-8-13-9-11-14(15)12-10-13/h9-12,15H,2-8H2,1H3",CCCCCCCCC1=CC=C(C=C1)O,CCCCCCCCC1=CC=C(C=C1)O,NTDQQZYCCIDJRK-UHFFFAOYSA-N,4-octylphenol,44-45 °C
28019,136,"InChI=1S/2K.H2O5S2/c;;1-6(2)7(3,4)5/h;;(H,1,2)(H,3,4,5)/q2*+1;/p-2",[O-]S(=O)S(=O)(=O)[O-].[K+].[K+],[O-]S(=O)S(=O)(=O)[O-].[K+].[K+],RWPGFSMJFRPDDP-UHFFFAOYSA-L,,Decomposes at approximately 150 °C
31288,136,"InChI=1S/C10H20O4/c1-3-4-5-12-6-7-13-8-9-14-10(2)11/h3-9H2,1-2H3",CCCCOCCOCCOC(=O)C,CCCCOCCOCCOC(=O)C,VXQBJTKSVGFQOL-UHFFFAOYSA-N,2-(2-butoxyethoxy)ethyl acetate,"-27 °F (USCG, 1999)"
61659,136,"InChI=1S/C10H10O2S/c1-3-9(11-5-1)7-13-8-10-4-2-6-12-10/h1-6H,7-8H2",C1=COC(=C1)CSCC2=CC=CO2,C1=COC(=C1)CSCC2=CC=CO2,UYLKDZXJEKFFHJ-UHFFFAOYSA-N,2-(furan-2-ylmethylsulfanylmethyl)furan,31 - 32 °C
61670,136,"InChI=1S/C9H8N2/c1-7-3-2-4-8-9(7)11-6-5-10-8/h2-6H,1H3",CC1=C2C(=CC=C1)N=CC=N2,CC1=C2C(=CC=C1)N=CC=N2,CQLOYHZZZCWHSG-UHFFFAOYSA-N,5-methylquinoxaline,20 - 21 °C
70766,136,"InChI=1S/C9H8N2/c10-9-3-1-2-7-6-11-5-4-8(7)9/h1-6H,10H2",C1=CC2=C(C=CN=C2)C(=C1)N,C1=CC2=C(C=CN=C2)C(=C1)N,DTVYNUOOZIKEEX-UHFFFAOYSA-N,isoquinolin-5-amine,128°C
82142,136,"InChI=1S/C4H9NO3S/c1-9(8)2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)",CS(=O)CC(C(=O)O)N,CS(=O)CC(C(=O)O)N,ZZLHPCSGGOGHFW-UHFFFAOYSA-N,2-amino-3-methylsulfinylpropanoic acid,163 °C
82157,136,"InChI=1S/HNO5S/c2-1-6-7(3,4)5/h(H,3,4,5)",N(=O)OS(=O)(=O)O,N(=O)OS(=O)(=O)O,VQTGUFBGYOIUFS-UHFFFAOYSA-N,nitroso hydrogen sulfate,73.5 °C
205586,136,"InChI=1S/C10H14N2/c1-2-7-12-10(5-1)9-4-3-6-11-8-9/h3-4,6,8,10,12H,1-2,5,7H2/t10-/m0/s1",C1CCN[C@@H](C1)C2=CN=CC=C2,C1CCNC(C1)C2=CN=CC=C2,MTXSIJUGVMTTMU-JTQLQIEISA-N,3-[(2S)-piperidin-2-yl]pyridine,FP: 9 °C
472107,136,"InChI=1S/C9H10N2/c10-5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5,10H2",C1=CC=C2C(=C1)C(=CN2)CN,C1=CC=C2C(=C1)C(=CN2)CN,JXYGLMATGAAIBU-UHFFFAOYSA-N,1H-indol-3-ylmethanamine,104 - 107 °C
656671,136,"InChI=1S/2Na.H2O5S2/c;;1-6(2)7(3,4)5/h;;(H,1,2)(H,3,4,5)/q2*+1;/p-2",[O-]S(=O)S(=O)(=O)[O-].[Na+].[Na+],[O-]S(=O)S(=O)(=O)[O-].[Na+].[Na+],HRZFUMHJMZEROT-UHFFFAOYSA-L,,"greater than 302 °F (Decomposes) (NIOSH, 2023)"
19347555,136,"InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)",[H+].[H+].C(CCCC(=O)[O-])CCCC(=O)[O-],[H+].[H+].C(CCCC(=O)[O-])CCCC(=O)[O-],BDJRBEYXGGNYIS-UHFFFAOYSA-N,hydron;nonanedioate,106.5 °C
25200329,136,"InChI=1S/C8H9NO2/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5,7H,9H2,(H,10,11)",C1=CC=C(C=C1)C(C(=O)[O-])[NH3+],C1=CC=C(C=C1)C(C(=O)[O-])[NH3+],ZGUNAGUHMKGQNY-UHFFFAOYSA-N,2-azaniumyl-2-phenylacetate,290 °C
87194674,136,"InChI=1S/C6H11NO2S/c1-2-3-10-4-5(7)6(8)9/h2-3,5H,4,7H2,1H3,(H,8,9)/b3-2-",C/C=C\SCC(C(=O)O)N,CC=CSCC(C(=O)O)N,HYGGRRPFVXHQQW-IHWYPQMZSA-N,2-amino-3-[(Z)-prop-1-enyl]sulfanylpropanoic acid,195 °C
152743144,136,"InChI=1S/C4H11N5/c1-9(2)4(7)8-3(5)6/h1-2H3,(H5,5,6,7,8)",CN(C)C(=NC(=N)N)N,CN(C)C(=NC(=N)N)N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,"2-carbamimidoyl-1,1-dimethylguanidine",223 - 226 °C
155906370,136,"InChI=1S/C4H11N5/c1-9(2)4(7)8-3(5)6/h1-2H3,(H5,5,6,7,8)",CN(C)/C(=N/C(=N)N)/N,CN(C)C(=NC(=N)N)N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,"2-carbamimidoyl-1,1-dimethylguanidine",223 - 226 °C
1183,135,"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",COC1=C(C=CC(=C1)C=O)O,COC1=C(C=CC(=C1)C=O)O,MWOOGOJBHIARFG-UHFFFAOYSA-N,4-hydroxy-3-methoxybenzaldehyde,"178 to 181 °F (NTP, 1992)"
4943,135,"InChI=1S/C12H18O/c1-8(2)10-6-5-7-11(9(3)4)12(10)13/h5-9,13H,1-4H3",CC(C)C1=C(C(=CC=C1)C(C)C)O,CC(C)C1=C(C(=CC=C1)C(C)C)O,OLBCVFGFOZPWHH-UHFFFAOYSA-N,"2,6-di(propan-2-yl)phenol",18°C
7455,135,"InChI=1S/C9H10O2/c1-7-3-5-8(6-4-7)9(10)11-2/h3-6H,1-2H3",CC1=CC=C(C=C1)C(=O)OC,CC1=CC=C(C=C1)C(=O)OC,QSSJZLPUHJDYKF-UHFFFAOYSA-N,methyl 4-methylbenzoate,"91 °F (NTP, 1992)"
7476,135,"InChI=1S/C9H10O2/c1-7(10)8-3-5-9(11-2)6-4-8/h3-6H,1-2H3",CC(=O)C1=CC=C(C=C1)OC,CC(=O)C1=CC=C(C=C1)OC,NTPLXRHDUXRPNE-UHFFFAOYSA-N,1-(4-methoxyphenyl)ethanone,38.2 °C
7485,135,"InChI=1S/C7H7NO3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3",COC1=CC=C(C=C1)[N+](=O)[O-],COC1=CC=C(C=C1)[N+](=O)[O-],BNUHAJGCKIQFGE-UHFFFAOYSA-N,1-methoxy-4-nitrobenzene,"48.9 °F (NTP, 1992)"
